net,length_um
_03966_,17.7
_04131_,17.7
_06534_,17.7
_06652_,17.7
_07290_,17.7
_08493_,17.7
_09048_,17.7
_12489_,17.7
_12942_,17.7
_13047_,17.7
_02218_,17.695
_04796_,17.69
_05184_,17.69
_01142_,17.68
_06442_,17.68
_11427_,17.68
_11439_,17.68
_12155_,17.68
_01697_,17.66
_02039_,17.66
_02092_,17.66
_08359_,17.66
_09767_,17.66
_11456_,17.65
_01144_,17.64
_02060_,17.64
_05957_,17.64
_09607_,17.64
_09996_,17.64
_00808_,17.62
_02033_,17.62
_04240_,17.62
_05295_,17.62
_09817_,17.62
_00938_,17.6
_04665_,17.6
_06513_,17.59
_05335_,17.58
_02415_,17.57
_00830_,17.56
_01609_,17.56
_03010_,17.56
_05191_,17.56
_12595_,17.56
_01985_,17.55
_06444_,17.55
_00930_,17.54
_00963_,17.54
_10599_,17.54
_03329_,17.53
_03934_,17.52
_05037_,17.52
_09554_,17.52
_09724_,17.52
_11372_,17.52
_09524_,17.51
_04254_,17.5
_05141_,17.5
_07528_,17.5
_09203_,17.5
_09647_,17.5
_12727_,17.5
_04157_,17.48
_05017_,17.48
_07743_,17.48
_11305_,17.48
_11468_,17.48
_04927_,17.46
_08321_,17.46
_08543_,17.46
_08935_,17.445
_02494_,17.44
_02601_,17.44
_03596_,17.44
_03742_,17.44
_03978_,17.44
_06206_,17.44
_07469_,17.44
_08160_,17.44
_08234_,17.44
_08247_,17.44
_08974_,17.44
_10186_,17.44
_11480_,17.44
pe_row\[1\].pe_col\[0\].pe_inst.a_out\[0\],17.44
_01831_,17.43
_02050_,17.42
_04511_,17.42
_04575_,17.42
_04694_,17.42
_06658_,17.42
_07948_,17.42
_09694_,17.42
_09947_,17.42
_10334_,17.42
_11584_,17.42
_01163_,17.4
_02289_,17.4
_02859_,17.4
_03779_,17.4
_08492_,17.4
_09315_,17.4
_09569_,17.4
_10725_,17.4
_11339_,17.4
c_flat[457],17.39
_03608_,17.38
_05984_,17.38
_10627_,17.38
_02705_,17.36
_04328_,17.36
_06465_,17.36
_07226_,17.36
_09598_,17.36
_09733_,17.36
_00130_,17.355
_05140_,17.35
_01284_,17.34
_03237_,17.34
_04378_,17.34
_04497_,17.34
_04619_,17.34
_07178_,17.34
_09160_,17.34
_10731_,17.34
_11390_,17.34
_11742_,17.34
_11763_,17.34
_01001_,17.32
_03404_,17.32
_04879_,17.32
_07669_,17.32
_10414_,17.32
_11442_,17.32
_11756_,17.32
_12018_,17.32
_01657_,17.315
_04377_,17.31
_00810_,17.3
_02936_,17.3
_03274_,17.3
_06192_,17.3
_12206_,17.3
_12226_,17.3
_01800_,17.28
_04908_,17.28
_07157_,17.28
_12936_,17.28
_09403_,17.27
_04189_,17.26
_06893_,17.26
_08471_,17.26
_09757_,17.26
_02847_,17.24
_04223_,17.24
_05055_,17.24
_03553_,17.23
_02079_,17.22
_02756_,17.22
_03674_,17.22
_08119_,17.22
_12548_,17.22
_07614_,17.2
_09481_,17.2
_03401_,17.18
_03992_,17.18
_09229_,17.18
net854,17.18
_04772_,17.175
_04763_,17.165
_02181_,17.16
_03619_,17.16
_04153_,17.16
_05003_,17.16
_06039_,17.16
_06330_,17.16
_08839_,17.16
_11161_,17.16
_02208_,17.14
_04783_,17.14
_10378_,17.14
_11050_,17.14
_13052_,17.14
_02703_,17.12
_05536_,17.12
_06065_,17.12
_06521_,17.12
_06808_,17.12
_06923_,17.12
_08075_,17.12
_08817_,17.12
_11782_,17.12
c_flat[439],17.12
_08988_,17.115
_08534_,17.1
_10566_,17.1
_11795_,17.1
_12861_,17.09
_03586_,17.08
_04288_,17.08
_05460_,17.08
_05784_,17.08
_09678_,17.08
_09807_,17.08
_10487_,17.08
_01127_,17.06
_01960_,17.06
_03290_,17.06
_04476_,17.06
_07186_,17.06
_09916_,17.06
_11476_,17.06
_05872_,17.04
_07900_,17.04
_09095_,17.04
_12473_,17.04
b_flat[24],17.04
_01390_,17.02
_02173_,17.02
_04279_,17.02
_06034_,17.02
_06841_,17.02
_08336_,17.02
_09895_,17.02
_10610_,17.02
clknet_leaf_71_clk,17.02
_02209_,17.01
_03544_,17
_06910_,17
_08949_,17
_08501_,16.995
_05070_,16.98
_08945_,16.98
_09585_,16.98
_09748_,16.98
_09911_,16.98
_09934_,16.975
_03354_,16.96
_11433_,16.95
c_flat[416],16.95
_01613_,16.94
_03694_,16.94
_04986_,16.94
_05508_,16.94
_07103_,16.94
_09007_,16.94
_10671_,16.94
_12307_,16.94
_12353_,16.94
_12813_,16.94
_03627_,16.935
_00999_,16.92
_02628_,16.92
_03325_,16.92
_08326_,16.92
_11784_,16.915
_07109_,16.91
_02762_,16.9
_02807_,16.9
_05842_,16.9
_05858_,16.9
_07106_,16.9
_07654_,16.9
_08031_,16.9
_11101_,16.9
_11297_,16.9
_11920_,16.9
_01925_,16.88
_03346_,16.88
_06606_,16.88
b_flat[27],16.88
c_flat[500],16.87
_00535_,16.86
_01683_,16.86
_02088_,16.86
_05327_,16.86
_05588_,16.86
_06549_,16.86
_09964_,16.86
_10770_,16.86
_10853_,16.86
_12985_,16.86
net634,16.86
_00129_,16.855
_11980_,16.855
net926,16.85
_03112_,16.84
_05607_,16.84
_08019_,16.84
_09186_,16.84
_10741_,16.84
_12361_,16.84
_05053_,16.83
_00353_,16.825
_02513_,16.825
_01338_,16.82
_05000_,16.82
_07497_,16.82
_08205_,16.82
_08506_,16.82
_08975_,16.82
_10673_,16.82
_12569_,16.82
_10457_,16.815
_03168_,16.8
_03713_,16.8
_08342_,16.8
_08426_,16.8
_09092_,16.8
_09268_,16.8
_00968_,16.78
_03534_,16.78
_04924_,16.78
_07489_,16.78
_07944_,16.78
_08309_,16.78
_11582_,16.78
_11788_,16.78
_01816_,16.76
_05700_,16.76
_05894_,16.76
_09994_,16.76
_10668_,16.76
_11968_,16.76
_12161_,16.76
_06342_,16.75
_02051_,16.74
_06766_,16.74
_10703_,16.74
_11117_,16.74
_11376_,16.74
_11594_,16.74
_04922_,16.73
_04081_,16.72
_11335_,16.72
_12309_,16.72
_00921_,16.7
_03363_,16.7
_06914_,16.7
_07704_,16.7
_10489_,16.7
_11344_,16.7
_04812_,16.68
_05162_,16.68
_06115_,16.68
_09173_,16.68
_11461_,16.68
_02737_,16.66
_06784_,16.66
_08020_,16.66
_12062_,16.66
net865,16.66
_03667_,16.65
_01550_,16.64
_01814_,16.64
_04445_,16.64
_05857_,16.64
_06903_,16.64
_08957_,16.64
_09927_,16.64
_10648_,16.64
_10748_,16.64
_11550_,16.63
_04692_,16.62
_04716_,16.62
_04963_,16.62
_05823_,16.62
_08266_,16.62
_09864_,16.62
_12404_,16.62
_01994_,16.61
_02690_,16.6
_05780_,16.6
_06847_,16.6
_07179_,16.6
_01373_,16.58
_08473_,16.58
_03733_,16.565
_01289_,16.56
_02409_,16.56
_04282_,16.56
_05661_,16.56
_05819_,16.56
_05985_,16.56
_07652_,16.56
_10447_,16.56
_11972_,16.56
clknet_leaf_97_clk,16.56
_10340_,16.55
_02139_,16.54
_05810_,16.54
_08986_,16.54
_09291_,16.54
_10588_,16.54
_02227_,16.53
_04138_,16.52
_05760_,16.52
_08750_,16.52
_09629_,16.52
_13032_,16.52
net723,16.52
_06815_,16.5
_10142_,16.5
_11467_,16.5
_06445_,16.49
_01378_,16.48
_09044_,16.48
_04649_,16.47
_01228_,16.46
_04670_,16.46
_04859_,16.46
_00940_,16.44
_02515_,16.44
_06091_,16.44
_08289_,16.44
_08412_,16.44
_08488_,16.44
_09853_,16.44
_10373_,16.44
_11222_,16.44
_01223_,16.42
_06552_,16.42
_00038_,16.405
_06772_,16.4
_08062_,16.4
_10758_,16.4
_06713_,16.38
_09581_,16.38
_07663_,16.36
_08166_,16.36
_12357_,16.36
_03407_,16.34
_11732_,16.34
_01045_,16.32
_02535_,16.32
_02961_,16.32
_05157_,16.32
_05548_,16.32
_06170_,16.32
_12577_,16.32
_05061_,16.315
_12913_,16.31
_00769_,16.305
_04392_,16.3
_05753_,16.3
_05801_,16.3
_10284_,16.3
_13227_,16.3
_06431_,16.285
_02043_,16.28
_02687_,16.28
_05644_,16.28
_06590_,16.28
_11937_,16.28
_13087_,16.28
a_flat[27],16.28
_02340_,16.26
_08685_,16.25
_02232_,16.24
_03445_,16.24
_03768_,16.24
_04667_,16.24
_04916_,16.24
_05997_,16.24
_07458_,16.24
_10109_,16.24
_11009_,16.24
_04954_,16.235
_08907_,16.22
_01310_,16.2
_05019_,16.2
_05199_,16.2
_08803_,16.2
_08890_,16.2
_03524_,16.18
_04154_,16.18
_04228_,16.18
_06690_,16.18
_07683_,16.18
_09909_,16.18
_10070_,16.18
_04861_,16.17
_12128_,16.17
_02644_,16.16
_03280_,16.16
_04676_,16.16
_04809_,16.16
_06868_,16.16
_11374_,16.16
_11988_,16.16
_01620_,16.15
_01647_,16.14
_02186_,16.14
_08068_,16.14
_08858_,16.14
_09167_,16.14
_13007_,16.14
_06001_,16.135
_01771_,16.12
_06352_,16.12
_08848_,16.12
_11246_,16.12
_06369_,16.11
_04044_,16.1
_04949_,16.1
_05748_,16.1
_08215_,16.1
_08944_,16.1
_11359_,16.1
_12422_,16.1
_12908_,16.1
_03303_,16.09
_02803_,16.08
_03459_,16.08
_12137_,16.08
_12832_,16.08
_09162_,16.075
_06695_,16.07
_01203_,16.06
_02005_,16.06
_03271_,16.06
_04331_,16.06
_05194_,16.06
_08552_,16.06
_08797_,16.06
_09118_,16.06
_09494_,16.06
_11355_,16.06
_00229_,16.04
_03057_,16.04
_03197_,16.04
_04148_,16.04
_04612_,16.04
b_flat[0],16.04
_05728_,16.035
_01136_,16.02
_08811_,16.02
_12005_,16.02
_01098_,16
_03600_,16
_06051_,16
_07612_,16
_11089_,16
_11960_,16
_04239_,15.99
_12811_,15.99
_02684_,15.98
_02708_,15.98
_04758_,15.98
_09886_,15.98
_00852_,15.96
_03918_,15.96
_04160_,15.96
_04308_,15.96
_06375_,15.96
_12417_,15.96
_03434_,15.94
_05148_,15.94
_05415_,15.94
_05601_,15.94
_05812_,15.94
_06870_,15.94
_10290_,15.94
_11904_,15.94
_11907_,15.94
_08127_,15.93
_08152_,15.92
_00319_,15.905
_07287_,15.9
_07340_,15.9
_12757_,15.9
_13213_,15.9
net688,15.9
net795,15.9
_01192_,15.89
_00802_,15.88
_01794_,15.88
_12002_,15.88
_09376_,15.87
_01303_,15.86
_02835_,15.86
_03825_,15.86
_04508_,15.86
_06145_,15.86
_07358_,15.86
_07537_,15.86
_11659_,15.86
_12166_,15.86
_07450_,15.84
_07542_,15.84
_08123_,15.84
_10440_,15.84
_08113_,15.83
_02901_,15.82
_04329_,15.82
_04499_,15.82
_07901_,15.82
_09281_,15.82
_00275_,15.805
_01743_,15.8
_04021_,15.8
_05202_,15.8
_10006_,15.8
_10407_,15.8
_11369_,15.8
_11393_,15.8
_11491_,15.8
_11867_,15.8
_02622_,15.78
_03365_,15.78
_03680_,15.78
_06988_,15.78
_08567_,15.78
_09247_,15.78
_11586_,15.78
c_flat[312],15.78
_01049_,15.76
_02045_,15.76
_04181_,15.76
_06132_,15.76
_09839_,15.76
_11241_,15.76
_12119_,15.76
_12630_,15.76
_02899_,15.74
_03731_,15.74
_06403_,15.74
_07520_,15.74
_11810_,15.74
_00997_,15.72
_01317_,15.72
_05740_,15.72
_06605_,15.72
_08150_,15.72
_11256_,15.72
_12917_,15.72
_07526_,15.715
_09636_,15.715
_02283_,15.7
_06678_,15.7
_08451_,15.7
_11551_,15.7
_11863_,15.7
_12069_,15.7
_09635_,15.69
_11102_,15.69
_01652_,15.68
_03487_,15.68
_07437_,15.68
_09793_,15.68
_11633_,15.68
_13254_,15.68
_00399_,15.665
_08288_,15.66
_09496_,15.66
_11484_,15.66
_00873_,15.64
_01141_,15.64
_01298_,15.64
_02390_,15.64
_07209_,15.64
_09055_,15.64
_11579_,15.64
_11674_,15.64
_12699_,15.64
_03499_,15.62
_05243_,15.62
_09697_,15.62
_02617_,15.6
_02898_,15.6
_03255_,15.6
_06663_,15.6
_08145_,15.6
_12354_,15.6
_12665_,15.6
_12969_,15.6
_02986_,15.58
_03097_,15.58
_09456_,15.58
_10628_,15.58
_11379_,15.58
_12200_,15.58
_01004_,15.56
_03671_,15.56
_03821_,15.56
_08308_,15.56
_09941_,15.56
_11360_,15.56
_11469_,15.56
_11862_,15.56
_12319_,15.56
_06332_,15.55
_12734_,15.55
_03562_,15.54
_04062_,15.54
_04900_,15.54
_12172_,15.54
_04959_,15.535
_05288_,15.53
_01387_,15.52
_02219_,15.52
_02905_,15.52
_03741_,15.52
_05517_,15.52
_07299_,15.52
_07336_,15.52
_08734_,15.52
_08752_,15.52
_08899_,15.52
_09972_,15.52
net623,15.52
_00033_,15.5
_03156_,15.5
_07732_,15.5
_02113_,15.49
_03802_,15.49
_05249_,15.48
_07335_,15.48
_09973_,15.48
_11380_,15.48
_11888_,15.48
_11923_,15.48
_12766_,15.47
_01182_,15.46
_07368_,15.46
_07642_,15.46
c_flat[289],15.46
_01731_,15.44
_04036_,15.44
_04361_,15.44
_06681_,15.44
_07936_,15.44
_00594_,15.42
_01333_,15.42
_04934_,15.42
_07533_,15.42
_11053_,15.42
_01742_,15.4
_06664_,15.4
_07556_,15.4
_07615_,15.4
_07934_,15.4
_08840_,15.4
_09665_,15.4
_10339_,15.4
_12218_,15.4
_09943_,15.39
_01540_,15.38
_02514_,15.38
_03970_,15.38
_06047_,15.38
_07339_,15.38
_12761_,15.38
pe_row\[0\].pe_col\[1\].pe_inst.b_in\[3\],15.38
_00807_,15.36
_06522_,15.36
_06947_,15.36
_08448_,15.36
_09627_,15.36
_11932_,15.36
_02982_,15.34
_03158_,15.34
_05435_,15.34
_06402_,15.34
_06768_,15.34
_09054_,15.34
_03040_,15.32
_03838_,15.32
_07389_,15.32
_10667_,15.32
_00262_,15.3
_00853_,15.3
_02959_,15.3
_04385_,15.3
_06073_,15.3
_06882_,15.3
_07011_,15.3
_09014_,15.3
_11247_,15.3
_12012_,15.3
_12878_,15.3
_01686_,15.28
_04167_,15.28
_05069_,15.28
_09703_,15.28
_10066_,15.28
_12626_,15.28
_07307_,15.275
_09363_,15.27
_09107_,15.265
_02335_,15.26
_03797_,15.26
_04613_,15.26
_06524_,15.26
_06698_,15.26
_07314_,15.26
_10444_,15.26
_11852_,15.26
_12760_,15.26
c_flat[307],15.26
c_flat[509],15.26
net772,15.25
_02291_,15.24
_05691_,15.24
_06583_,15.24
_12620_,15.24
_08042_,15.235
_01326_,15.22
_04518_,15.22
_05640_,15.22
_05887_,15.22
_07297_,15.22
_08983_,15.22
_10600_,15.22
net701,15.22
net720,15.22
_02867_,15.205
_04823_,15.2
_05254_,15.2
_09005_,15.2
_09035_,15.2
_01170_,15.185
_01803_,15.18
_03221_,15.18
_04892_,15.18
_05860_,15.18
_05879_,15.18
_07978_,15.18
_09039_,15.18
_09463_,15.18
_01219_,15.16
_05768_,15.16
_06781_,15.16
net766,15.16
_04648_,15.14
_05143_,15.14
_05715_,15.14
_06441_,15.14
_07313_,15.14
_07871_,15.14
_09823_,15.14
_10464_,15.14
_10672_,15.14
_05285_,15.12
_08402_,15.12
_08966_,15.12
_12590_,15.12
_04946_,15.11
_07957_,15.11
_00865_,15.1
_01521_,15.1
_02089_,15.1
_03268_,15.1
_07424_,15.1
_08356_,15.1
_09467_,15.1
_10876_,15.1
_11342_,15.1
_13116_,15.1
_02401_,15.085
_12305_,15.08
_03440_,15.06
_06635_,15.06
_11121_,15.06
_11565_,15.06
c_flat[467],15.05
_06242_,15.04
_09480_,15.04
_11394_,15.04
b_flat[1],15.04
_00862_,15.02
_01781_,15.02
_03570_,15.02
_03929_,15.02
_04183_,15.02
_04399_,15.02
_05935_,15.02
_06916_,15.02
_08169_,15.02
_10367_,15.02
_12881_,15.02
_12982_,15.02
net582,15.02
a_flat[22],15.01
_02834_,15
_09239_,15
_10062_,15
_10700_,15
_12125_,14.995
_09451_,14.99
_02881_,14.98
_11805_,14.98
_12388_,14.98
_05727_,14.97
_00778_,14.965
_03183_,14.96
_04372_,14.96
net866,14.96
_01763_,14.94
_02037_,14.94
_02078_,14.94
_02630_,14.94
_08669_,14.94
_08854_,14.94
_09110_,14.94
_11437_,14.94
net827,14.94
_00839_,14.935
_04193_,14.92
_04237_,14.92
_04911_,14.92
_06536_,14.92
_11778_,14.92
_12190_,14.92
_00260_,14.9
_04076_,14.9
_04166_,14.9
_10751_,14.9
_08498_,14.885
_00571_,14.88
_00576_,14.88
_01306_,14.88
_02862_,14.88
_06687_,14.88
_08100_,14.88
_08629_,14.88
_02609_,14.86
_02857_,14.86
_03533_,14.86
_04462_,14.86
_05838_,14.86
_05956_,14.86
_07395_,14.86
_12990_,14.86
_01559_,14.84
_12882_,14.84
_05247_,14.835
_03765_,14.82
_08401_,14.82
_10981_,14.82
_00656_,14.805
_02819_,14.8
_05062_,14.8
_05139_,14.8
_06186_,14.8
_07151_,14.8
_07593_,14.8
_08981_,14.8
_09493_,14.8
_09859_,14.8
_03585_,14.78
_05219_,14.78
_07598_,14.78
_09981_,14.78
_10382_,14.78
_10523_,14.78
_11486_,14.78
_12117_,14.78
_03471_,14.76
_06955_,14.76
_09262_,14.76
_09802_,14.76
_02583_,14.74
_06838_,14.74
_08693_,14.74
_08998_,14.74
_12950_,14.73
_04056_,14.72
_07258_,14.72
_11426_,14.72
_11536_,14.72
b_flat[26],14.7
_03521_,14.69
_06078_,14.69
_01184_,14.68
_01231_,14.68
_07635_,14.68
_09069_,14.68
_10421_,14.68
_12768_,14.68
_12847_,14.68
_00887_,14.675
_03676_,14.67
a_flat[11],14.67
_02163_,14.665
_01958_,14.66
_07664_,14.66
_07902_,14.66
c_flat[79],14.66
_12864_,14.65
_00490_,14.645
_00904_,14.64
_02054_,14.64
_02226_,14.64
_03940_,14.64
_05479_,14.64
_06633_,14.64
_09820_,14.64
net934,14.64
_01053_,14.62
_02845_,14.62
_04108_,14.62
_05979_,14.62
_08276_,14.62
_08307_,14.62
_09034_,14.62
_01199_,14.6
_01883_,14.6
_01917_,14.6
_03002_,14.6
_04976_,14.6
_05689_,14.6
_06719_,14.6
_10327_,14.6
_12721_,14.6
_02508_,14.595
_05931_,14.59
_00265_,14.585
_11825_,14.58
_00067_,14.56
_02517_,14.56
_03381_,14.56
_05402_,14.56
_05476_,14.56
_07367_,14.56
_07479_,14.56
_08232_,14.56
_09206_,14.56
_09998_,14.56
_12169_,14.56
_12239_,14.56
net857,14.56
_01903_,14.54
_02038_,14.54
_02368_,14.54
_03515_,14.54
_05779_,14.54
net736,14.54
_04671_,14.52
_06080_,14.52
_08295_,14.52
_08447_,14.52
_09936_,14.52
_11326_,14.52
_11998_,14.52
_12756_,14.52
net782,14.52
_12553_,14.515
_00045_,14.505
_01574_,14.5
_05945_,14.5
_06086_,14.5
_10387_,14.5
_02096_,14.48
_11220_,14.48
_11288_,14.48
_02256_,14.46
_03450_,14.46
_03554_,14.46
_05198_,14.46
_06576_,14.46
_06901_,14.46
_08951_,14.46
_10044_,14.46
_10906_,14.46
_11130_,14.46
_11936_,14.46
_12146_,14.46
_07334_,14.44
_11052_,14.44
_11542_,14.44
_12922_,14.44
net741,14.44
_02231_,14.42
_03292_,14.42
_04257_,14.42
_05485_,14.42
_06101_,14.42
_07200_,14.42
_08480_,14.42
_12165_,14.42
_06891_,14.415
_03846_,14.4
_04548_,14.4
_06390_,14.4
_07117_,14.4
_07353_,14.4
_08633_,14.4
_09353_,14.4
_09778_,14.4
_10329_,14.4
_10601_,14.4
_11148_,14.4
_11466_,14.4
_11473_,14.4
_12754_,14.4
_12871_,14.4
c_flat[254],14.4
net818,14.4
_01880_,14.38
_02575_,14.38
_06479_,14.38
_07461_,14.38
_12315_,14.38
_03396_,14.37
_02462_,14.36
_05091_,14.36
_12622_,14.36
_00969_,14.34
_02278_,14.34
_02470_,14.34
_03172_,14.34
_05012_,14.34
_10522_,14.34
_11780_,14.34
_00858_,14.32
_02562_,14.32
_08375_,14.32
_09050_,14.32
_12189_,14.32
_01099_,14.3
_01630_,14.3
_01755_,14.3
_03208_,14.3
_03803_,14.3
_07102_,14.3
_09989_,14.3
_11800_,14.3
_02672_,14.28
_03397_,14.28
_04449_,14.28
_06833_,14.28
_08022_,14.28
_09420_,14.28
_01243_,14.26
_03853_,14.26
_04513_,14.26
_04769_,14.26
_05025_,14.26
_05734_,14.26
_00878_,14.24
_03419_,14.24
_12122_,14.24
_06032_,14.23
c_flat[478],14.23
_03626_,14.22
_06883_,14.22
_10776_,14.22
_01094_,14.2
_03517_,14.2
_07448_,14.2
_10257_,14.2
_10790_,14.185
_01708_,14.18
_01932_,14.18
_02512_,14.18
_03466_,14.18
_03730_,14.18
_04215_,14.18
_07573_,14.18
_08168_,14.18
_08677_,14.18
_09825_,14.18
_10061_,14.18
_12827_,14.18
net820,14.18
_10261_,14.175
_02450_,14.16
_04470_,14.16
_07565_,14.16
_08050_,14.16
_08613_,14.16
_09877_,14.16
_11806_,14.16
net678,14.16
_11578_,14.15
_01006_,14.14
_04825_,14.14
_09596_,14.14
_09617_,14.14
_10836_,14.14
a_flat[1],14.13
_02674_,14.12
_09094_,14.12
_10645_,14.12
_12555_,14.11
_06934_,14.1
_00843_,14.08
_01832_,14.08
_02167_,14.08
_02735_,14.08
_03062_,14.08
_03573_,14.08
_06319_,14.08
_07089_,14.08
_09958_,14.08
_10816_,14.07
_02929_,14.06
_04745_,14.06
_06333_,14.06
_06407_,14.06
_06842_,14.06
_08325_,14.06
_08746_,14.06
_11030_,14.06
_01825_,14.04
_08757_,14.04
_04682_,14.02
_06683_,14.02
_09091_,14.02
_10252_,14.02
_11291_,14.02
_11734_,14.02
_05919_,14.01
_09752_,14.01
_01014_,14.005
_01410_,14
_01634_,14
_01987_,14
_02093_,14
_03209_,14
_04066_,14
_05478_,14
_06545_,14
_07445_,14
_07475_,14
_07499_,14
_07531_,14
_10485_,14
_11091_,14
_11168_,14
_13075_,14
net671,14
_00447_,13.98
_02498_,13.98
_06480_,13.98
_06596_,13.98
_06806_,13.98
_11663_,13.98
c_flat[85],13.98
_09455_,13.97
c_flat[175],13.97
_03784_,13.96
_04264_,13.96
_04446_,13.96
_07400_,13.96
_07465_,13.96
_10331_,13.96
_12059_,13.96
_12840_,13.96
_03577_,13.94
_05147_,13.94
_05260_,13.94
_05649_,13.94
_05924_,13.94
_09890_,13.94
net689,13.94
net908,13.94
_00092_,13.92
_01382_,13.92
_01678_,13.92
_01736_,13.92
_04032_,13.92
_05672_,13.92
_11563_,13.92
_11794_,13.92
_12121_,13.92
_12625_,13.92
_02269_,13.9
_04246_,13.9
_06721_,13.9
_12019_,13.9
_12257_,13.9
_01793_,13.88
_01853_,13.88
_01913_,13.88
_02531_,13.88
_02984_,13.88
_03250_,13.88
_05097_,13.88
_05189_,13.88
_07853_,13.88
_09763_,13.88
_10002_,13.88
_10137_,13.88
_12948_,13.88
_13010_,13.88
c_flat[118],13.88
pe_row\[3\].pe_col\[0\].pe_inst.a_out\[5\],13.88
net802,13.88
_07242_,13.87
_02928_,13.86
_02934_,13.86
_03806_,13.86
_01016_,13.85
_01077_,13.84
_02279_,13.84
_03469_,13.84
_04161_,13.84
_05562_,13.84
_06589_,13.84
_07310_,13.84
_07328_,13.84
_09908_,13.84
_09962_,13.84
_10158_,13.84
_10332_,13.84
net779,13.84
_02212_,13.82
_03998_,13.82
_04324_,13.82
_06797_,13.82
_11398_,13.82
_02931_,13.8
_04335_,13.8
_05225_,13.8
_06139_,13.8
_07403_,13.8
_10674_,13.8
_10766_,13.8
_11438_,13.8
_12224_,13.8
_02160_,13.79
_01454_,13.78
_02133_,13.78
_03550_,13.78
_06324_,13.78
_06632_,13.78
_10529_,13.78
_00538_,13.76
_03477_,13.76
_05944_,13.76
_07676_,13.76
_09059_,13.76
_09169_,13.76
_10659_,13.76
net743,13.755
_10247_,13.745
_00395_,13.74
_02165_,13.74
_02225_,13.74
_03641_,13.74
_06918_,13.74
_08185_,13.74
_12609_,13.74
_12750_,13.74
_12753_,13.74
_00133_,13.725
_00909_,13.72
_02062_,13.72
_02941_,13.72
_03673_,13.72
_04485_,13.72
_07305_,13.72
_08436_,13.72
_09846_,13.72
_10970_,13.72
_12941_,13.72
_02447_,13.7
_03681_,13.7
_05210_,13.7
_13064_,13.7
_00866_,13.68
_01130_,13.68
_01422_,13.68
_04249_,13.68
_04545_,13.68
_05869_,13.68
_07562_,13.68
_10774_,13.68
_12279_,13.68
net902,13.68
_01248_,13.66
_01286_,13.66
_04011_,13.66
_05167_,13.66
_00916_,13.65
_08374_,13.65
_03072_,13.64
_06096_,13.64
_07229_,13.64
_07673_,13.64
_10254_,13.64
_04414_,13.62
_04738_,13.62
_07913_,13.62
_08271_,13.62
_10864_,13.62
_11926_,13.62
_12822_,13.62
a_flat[23],13.62
net851,13.62
_02744_,13.6
_05552_,13.6
_05692_,13.6
_07413_,13.6
_08138_,13.6
_09066_,13.6
_09537_,13.6
_10041_,13.6
_10547_,13.6
_12222_,13.6
_12661_,13.6
_12705_,13.6
_13221_,13.6
_03589_,13.58
_10067_,13.58
_11667_,13.58
_04037_,13.56
_04118_,13.56
_06105_,13.56
_07671_,13.56
_07703_,13.56
_08177_,13.56
_09346_,13.56
_09856_,13.56
_09903_,13.56
_11224_,13.55
_02235_,13.54
_02771_,13.54
_08432_,13.54
_09104_,13.54
_11477_,13.54
c_flat[210],13.54
_08190_,13.52
_08405_,13.52
_11287_,13.52
a_flat[5],13.52
b_flat[6],13.52
_01561_,13.5
_03228_,13.5
_03684_,13.5
_06736_,13.5
_07606_,13.5
_08569_,13.5
_09193_,13.5
_10035_,13.5
_10928_,13.5
_11160_,13.5
_11320_,13.5
_11502_,13.5
a_flat[12],13.5
_04876_,13.48
_05625_,13.48
_06758_,13.48
_07245_,13.48
_11615_,13.48
_13251_,13.48
_01152_,13.46
_04471_,13.46
_05680_,13.46
_07675_,13.46
_12274_,13.46
c_flat[82],13.45
_03082_,13.44
_03244_,13.44
_04915_,13.44
_05530_,13.44
_05913_,13.44
_03672_,13.42
_06108_,13.42
_06990_,13.42
_07397_,13.42
_09325_,13.42
_10060_,13.42
net841,13.42
_00047_,13.4
_04216_,13.4
_09550_,13.4
_12571_,13.4
_12841_,13.4
_00855_,13.38
_03695_,13.38
_03700_,13.38
_04168_,13.38
_05144_,13.38
_05439_,13.38
_06626_,13.38
_08311_,13.38
_09782_,13.38
_12304_,13.38
_12642_,13.38
_02214_,13.36
_07235_,13.36
_08676_,13.36
_11303_,13.36
_04417_,13.34
_11292_,13.34
net924,13.34
_02873_,13.33
_03591_,13.33
_00427_,13.325
_06439_,13.32
_10460_,13.32
_11051_,13.32
_12989_,13.32
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[7\],13.32
c_flat[480],13.31
_09384_,13.3
_01778_,13.28
_02745_,13.28
_05015_,13.28
_11925_,13.28
_12227_,13.28
c_flat[372],13.27
_03182_,13.26
_04058_,13.26
_04242_,13.26
_05248_,13.26
_07767_,13.26
_08799_,13.26
_09791_,13.26
_11543_,13.26
_05111_,13.255
c_flat[173],13.25
_02864_,13.24
_03391_,13.24
_12275_,13.24
_02581_,13.22
_02897_,13.22
_03467_,13.22
_03958_,13.22
_03984_,13.22
_04330_,13.22
_04914_,13.22
_05193_,13.22
_05638_,13.22
_05973_,13.22
_06627_,13.22
_10697_,13.22
_11043_,13.22
_12574_,13.22
_00211_,13.2
_07677_,13.2
_09777_,13.2
_13021_,13.2
b_flat[4],13.2
c_flat[482],13.2
net670,13.2
_08731_,13.19
_02618_,13.18
_05024_,13.18
_07269_,13.18
_07385_,13.18
_07750_,13.18
_08200_,13.18
_10004_,13.18
