net,length_um
_02125_,5.8
_03213_,5.8
_03710_,5.8
_04295_,5.8
_04450_,5.8
_04803_,5.8
_04964_,5.8
_05893_,5.8
_05917_,5.8
_06674_,5.8
_07727_,5.8
_07737_,5.8
_08395_,5.8
_08551_,5.8
_08732_,5.8
_08976_,5.8
_09074_,5.8
_09714_,5.8
_09800_,5.8
_10899_,5.8
_10915_,5.8
_11125_,5.8
_12497_,5.8
_13133_,5.8
skew_ctrl.a_sr\[6\]\[3\],5.8
net583,5.8
net752,5.8
_00123_,5.795
_00714_,5.78
_04116_,5.78
_09129_,5.78
_09889_,5.78
b_flat[10],5.77
c_flat[10],5.77
c_flat[136],5.77
c_flat[142],5.77
c_flat[163],5.77
c_flat[16],5.77
c_flat[198],5.77
c_flat[236],5.77
c_flat[241],5.77
c_flat[261],5.77
c_flat[272],5.77
c_flat[273],5.77
c_flat[293],5.77
c_flat[336],5.77
c_flat[349],5.77
c_flat[354],5.77
c_flat[407],5.77
c_flat[409],5.77
c_flat[477],5.77
c_flat[47],5.77
_00374_,5.76
c_flat[101],5.75
c_flat[107],5.75
c_flat[178],5.75
c_flat[193],5.75
c_flat[200],5.75
c_flat[238],5.75
c_flat[360],5.75
c_flat[364],5.75
c_flat[401],5.75
c_flat[45],5.75
c_flat[53],5.75
_05244_,5.745
_00314_,5.74
_00365_,5.74
_00409_,5.74
_00450_,5.74
_00679_,5.74
_01537_,5.74
_01624_,5.74
_04609_,5.74
_04847_,5.74
_06021_,5.74
_06285_,5.74
_06985_,5.74
_07749_,5.74
_08518_,5.74
_09001_,5.74
_09796_,5.74
_09818_,5.74
_10796_,5.74
_10923_,5.74
_13143_,5.74
net738,5.74
net949,5.74
_00423_,5.725
_00480_,5.725
_00278_,5.72
_00287_,5.72
_01200_,5.72
_01518_,5.72
_02267_,5.72
_02631_,5.72
_03011_,5.72
_03581_,5.72
_03761_,5.72
_04346_,5.72
_04381_,5.72
_04494_,5.72
_05269_,5.72
_06173_,5.72
_06620_,5.72
_06741_,5.72
_07284_,5.72
_07315_,5.72
_07408_,5.72
_07566_,5.72
_07866_,5.72
_08363_,5.72
_08889_,5.72
_09326_,5.72
_09415_,5.72
_09921_,5.72
_10220_,5.72
_10352_,5.72
_10660_,5.72
_10837_,5.72
_11183_,5.72
_12233_,5.72
_12851_,5.72
skew_ctrl.b_sr\[10\]\[0\],5.72
net638,5.72
_00539_,5.705
_06182_,5.705
_00647_,5.7
_02392_,5.7
_03682_,5.7
_04567_,5.7
_11576_,5.7
_12834_,5.7
_00014_,5.68
_01564_,5.68
_02150_,5.68
_02339_,5.68
_03656_,5.68
_03662_,5.68
_05275_,5.68
_05891_,5.68
_06087_,5.68
_06180_,5.68
_06181_,5.68
_06201_,5.68
_06363_,5.68
_07160_,5.68
_07190_,5.68
_07773_,5.68
_08424_,5.68
_10129_,5.68
_10321_,5.68
_12118_,5.68
_12397_,5.68
_12984_,5.68
net704,5.68
c_flat[507],5.65
_00270_,5.645
_00486_,5.645
_00717_,5.62
_00816_,5.62
_01235_,5.62
_02829_,5.62
_03983_,5.62
_06062_,5.62
_09721_,5.62
_10030_,5.62
net928,5.62
_00631_,5.6
_01438_,5.6
_02087_,5.6
_03096_,5.6
_03421_,5.6
_03509_,5.6
_03644_,5.6
_04504_,5.6
_05067_,5.6
_05443_,5.6
_07329_,5.6
_08268_,5.6
_09210_,5.6
_10157_,5.6
_11025_,5.6
_11282_,5.6
_12014_,5.6
_12490_,5.6
_12672_,5.6
_13178_,5.6
_00508_,5.58
_04741_,5.58
_08197_,5.58
_10783_,5.58
_12522_,5.58
_03844_,5.56
_10262_,5.56
_00525_,5.545
_00547_,5.545
_08709_,5.54
_08876_,5.54
c_flat[126],5.53
c_flat[132],5.53
c_flat[151],5.53
c_flat[155],5.53
c_flat[159],5.53
c_flat[15],5.53
c_flat[172],5.53
c_flat[187],5.53
c_flat[18],5.53
c_flat[203],5.53
c_flat[209],5.53
c_flat[20],5.53
c_flat[233],5.53
c_flat[24],5.53
c_flat[253],5.53
c_flat[257],5.53
c_flat[25],5.53
c_flat[279],5.53
c_flat[36],5.53
c_flat[37],5.53
c_flat[392],5.53
c_flat[412],5.53
c_flat[426],5.53
c_flat[447],5.53
c_flat[473],5.53
c_flat[49],5.53
c_flat[50],5.53
c_flat[52],5.53
c_flat[74],5.53
c_flat[76],5.53
c_flat[98],5.53
_00683_,5.525
_08562_,5.52
_10117_,5.52
_10131_,5.52
_02251_,5.5
_02964_,5.5
_07324_,5.5
net739,5.5
_02698_,5.495
_00491_,5.48
_01252_,5.48
_01850_,5.48
_03837_,5.48
_06184_,5.48
_06300_,5.48
_07150_,5.48
_07579_,5.48
_08404_,5.48
_11561_,5.48
_11648_,5.48
_11896_,5.48
_12225_,5.48
_12313_,5.48
_05340_,5.46
_08674_,5.46
_10156_,5.46
_01305_,5.45
_01790_,5.44
_03855_,5.44
_06689_,5.44
_08526_,5.44
_00228_,5.435
c_flat[109],5.41
c_flat[11],5.41
c_flat[318],5.41
c_flat[370],5.41
c_flat[436],5.41
c_flat[466],5.41
c_flat[493],5.41
c_flat[73],5.41
c_flat[94],5.41
_00001_,5.4
_00030_,5.4
_00441_,5.4
_02691_,5.4
_03831_,5.4
_06418_,5.4
_06981_,5.4
_06984_,5.4
_06996_,5.4
_07521_,5.4
_08199_,5.4
_08601_,5.4
_09801_,5.4
_10096_,5.4
_11636_,5.4
_12707_,5.4
net706,5.4
net713,5.4
net754,5.4
net789,5.4
_00078_,5.38
_00212_,5.38
_01718_,5.38
_02359_,5.38
_02550_,5.38
_03094_,5.38
_03442_,5.38
_03956_,5.38
_04526_,5.38
_04718_,5.38
_04727_,5.38
_04848_,5.38
_05102_,5.38
_05315_,5.38
_05498_,5.38
_06733_,5.38
_06936_,5.38
_07786_,5.38
_07942_,5.38
_08566_,5.38
_08652_,5.38
_08769_,5.38
_08815_,5.38
_08903_,5.38
_09011_,5.38
_09732_,5.38
_09942_,5.38
_10224_,5.38
_10228_,5.38
_11276_,5.38
_11286_,5.38
_11515_,5.38
_11971_,5.38
_12607_,5.38
_12772_,5.38
skew_ctrl.a_sr\[9\]\[0\],5.38
skew_ctrl.b_sr\[10\]\[2\],5.38
net686,5.38
net687,5.38
_00293_,5.365
_00244_,5.36
_02486_,5.36
_03374_,5.36
_05696_,5.36
_07164_,5.36
_01322_,5.35
_00245_,5.345
_00481_,5.345
_00019_,5.34
_00464_,5.34
_00693_,5.34
_01290_,5.34
_02344_,5.34
_02647_,5.34
_02656_,5.34
_02938_,5.34
_03043_,5.34
_03658_,5.34
_04209_,5.34
_04720_,5.34
_04953_,5.34
_05177_,5.34
_05606_,5.34
_05951_,5.34
_05989_,5.34
_06463_,5.34
_07660_,5.34
_09133_,5.34
_09833_,5.34
_10016_,5.34
_10057_,5.34
_10146_,5.34
_10297_,5.34
_11985_,5.34
_13030_,5.34
_00181_,5.305
_00479_,5.305
_00759_,5.305
_00032_,5.3
_00883_,5.28
_01720_,5.28
_01824_,5.28
_01956_,5.28
_02155_,5.28
_02189_,5.28
_03737_,5.28
_04285_,5.28
_04591_,5.28
_04599_,5.28
_05242_,5.28
_07402_,5.28
_08082_,5.28
_09142_,5.28
_09165_,5.28
_10913_,5.28
_12244_,5.28
_13212_,5.28
_07080_,5.27
_00332_,5.265
_00112_,5.26
_00115_,5.26
_01978_,5.26
_02355_,5.26
_02493_,5.26
_03066_,5.26
_03714_,5.26
_03778_,5.26
_04180_,5.26
_04577_,5.26
_05105_,5.26
_05122_,5.26
_05357_,5.26
_05939_,5.26
_05995_,5.26
_06329_,5.26
_06825_,5.26
_07361_,5.26
_07423_,5.26
_07738_,5.26
_09272_,5.26
_09341_,5.26
_10086_,5.26
_10173_,5.26
_10289_,5.26
_10294_,5.26
_10891_,5.26
_11278_,5.26
_11463_,5.26
_11658_,5.26
_12103_,5.26
_12462_,5.26
_13135_,5.26
net652,5.26
net683,5.26
net831,5.26
_08206_,5.25
_00049_,5.245
_00107_,5.245
_00747_,5.245
_00165_,5.24
_00234_,5.24
_00890_,5.24
_10119_,5.24
_00050_,5.22
_01869_,5.22
_02969_,5.22
_03021_,5.22
_03214_,5.22
_04592_,5.22
_04788_,5.22
_05687_,5.22
_07791_,5.22
_08018_,5.22
_08446_,5.22
_09127_,5.22
_09140_,5.22
_10394_,5.22
_10653_,5.22
_10894_,5.22
_11950_,5.22
c_flat[135],5.19
c_flat[138],5.19
c_flat[141],5.19
c_flat[223],5.19
c_flat[245],5.19
c_flat[250],5.19
c_flat[271],5.19
c_flat[286],5.19
c_flat[298],5.19
c_flat[309],5.19
c_flat[366],5.19
c_flat[368],5.19
c_flat[391],5.19
c_flat[40],5.19
c_flat[424],5.19
c_flat[427],5.19
c_flat[430],5.19
c_flat[452],5.19
c_flat[465],5.19
c_flat[486],5.19
c_flat[492],5.19
c_flat[501],5.19
c_flat[502],5.19
c_flat[503],5.19
c_flat[80],5.19
c_flat[8],5.19
_00426_,5.185
_00626_,5.16
_02067_,5.16
_02105_,5.16
_02252_,5.16
_04872_,5.16
_05334_,5.16
_08680_,5.16
_11186_,5.16
net694,5.16
_00856_,5.14
_02134_,5.14
_02640_,5.14
_03574_,5.14
_04888_,5.14
_07192_,5.14
_08153_,5.14
_08369_,5.14
_08883_,5.14
_09098_,5.14
_10417_,5.14
_12352_,5.14
_12970_,5.14
_13040_,5.14
_00850_,5.12
_02281_,5.12
_07575_,5.12
_07587_,5.12
_03231_,5.1
_11495_,5.1
_00343_,5.085
_00524_,5.085
_06700_,5.085
c_flat[216],5.07
c_flat[258],5.07
c_flat[269],5.07
c_flat[326],5.07
c_flat[381],5.07
c_flat[389],5.07
c_flat[403],5.07
c_flat[450],5.07
c_flat[476],5.07
c_flat[48],5.07
c_flat[68],5.07
c_flat[90],5.07
_00774_,5.06
_04589_,5.06
_04598_,5.06
_06084_,5.06
_07728_,5.06
_09568_,5.06
_12396_,5.06
_12423_,5.06
_12854_,5.06
net677,5.06
net721,5.06
net756,5.06
_00090_,5.045
_04401_,5.04
_04686_,5.04
_05331_,5.04
_07783_,5.04
_10166_,5.04
_10892_,5.04
_12764_,5.04
_09073_,5.03
_01873_,5.02
_03824_,5.02
_04178_,5.02
_04336_,5.02
_05359_,5.02
_05873_,5.02
_06212_,5.02
_06884_,5.02
_08717_,5.02
_09466_,5.02
_10856_,5.02
_12702_,5.02
_01416_,5
_12332_,5
_13005_,5
_00531_,4.985
_04301_,4.975
_00194_,4.965
_00752_,4.965
_00455_,4.94
_00851_,4.94
_01617_,4.94
_02069_,4.94
_03631_,4.94
_03870_,4.94
_03939_,4.94
_05163_,4.94
_05329_,4.94
_06416_,4.94
_06571_,4.94
_07527_,4.94
_07862_,4.94
_08605_,4.94
_11413_,4.94
_12350_,4.94
net708,4.94
net711,4.94
_03037_,4.935
_00122_,4.92
_00209_,4.92
_00619_,4.92
_00760_,4.92
_00767_,4.92
_01360_,4.92
_01759_,4.92
_01886_,4.92
_02022_,4.92
_02171_,4.92
_02244_,4.92
_02277_,4.92
_02530_,4.92
_03051_,4.92
_03578_,4.92
_04460_,4.92
_06267_,4.92
_07019_,4.92
_07032_,4.92
_07672_,4.92
_07689_,4.92
_08715_,4.92
_08813_,4.92
_09497_,4.92
_09726_,4.92
_10019_,4.92
_10834_,4.92
_11138_,4.92
_11343_,4.92
_11664_,4.92
_11684_,4.92
_11809_,4.92
_12076_,4.92
_12452_,4.92
_12510_,4.92
_13051_,4.92
net645,4.92
net696,4.92
net714,4.92
_00089_,4.905
_00132_,4.905
_00170_,4.905
_00433_,4.905
_00798_,4.905
_00075_,4.9
_00252_,4.9
_02996_,4.9
_03792_,4.9
_03973_,4.9
_04383_,4.9
_05273_,4.9
_10342_,4.9
_10413_,4.9
_11680_,4.9
net951,4.9
_12736_,4.89
_00020_,4.88
_00064_,4.88
_00311_,4.88
_00337_,4.88
_00345_,4.88
_00639_,4.88
_02182_,4.88
_03478_,4.88
_03629_,4.88
_04105_,4.88
_04255_,4.88
_04260_,4.88
_04350_,4.88
_05088_,4.88
_05156_,4.88
_05627_,4.88
_05938_,4.88
_06271_,4.88
_06859_,4.88
_07010_,4.88
_07601_,4.88
_07609_,4.88
_07653_,4.88
_07766_,4.88
_08361_,4.88
_08930_,4.88
_08996_,4.88
_10784_,4.88
_11544_,4.88
_13238_,4.88
net636,4.88
_00599_,4.865
c_flat[144],4.85
c_flat[154],4.85
c_flat[167],4.85
c_flat[168],4.85
c_flat[214],4.85
c_flat[215],4.85
c_flat[246],4.85
c_flat[260],4.85
c_flat[290],4.85
c_flat[299],4.85
c_flat[305],4.85
c_flat[337],4.85
c_flat[347],4.85
c_flat[383],4.85
c_flat[385],4.85
c_flat[396],4.85
c_flat[417],4.85
c_flat[434],4.85
c_flat[440],4.85
c_flat[445],4.85
c_flat[446],4.85
c_flat[46],4.85
c_flat[65],4.85
_00361_,4.845
_00733_,4.845
_00750_,4.845
_00498_,4.82
_00716_,4.82
_01549_,4.82
_05090_,4.82
_05844_,4.82
_06812_,4.82
_06858_,4.82
_07162_,4.82
_07456_,4.82
_07591_,4.82
_08300_,4.82
_08718_,4.82
_09063_,4.82
_09219_,4.82
_09409_,4.82
_09465_,4.82
_10459_,4.82
_13138_,4.82
_00577_,4.8
_00678_,4.8
_00886_,4.8
_00957_,4.8
_01030_,4.8
_01342_,4.8
_01354_,4.8
_01942_,4.8
_02793_,4.8
_03504_,4.8
_03566_,4.8
_03630_,4.8
_03907_,4.8
_05172_,4.8
_05203_,4.8
_05232_,4.8
_05922_,4.8
_05999_,4.8
_07364_,4.8
_07782_,4.8
_08052_,4.8
_08151_,4.8
_08320_,4.8
_08519_,4.8
_08668_,4.8
_09241_,4.8
_11032_,4.8
_11519_,4.8
_11596_,4.8
_12058_,4.8
_12263_,4.8
_12374_,4.8
_12710_,4.8
_13235_,4.8
net584,4.8
net750,4.8
net762,4.8
net895,4.8
net932,4.8
_00911_,4.78
_02816_,4.78
_03881_,4.78
_07142_,4.78
_00587_,4.775
_00052_,4.76
_00256_,4.76
_00805_,4.76
_01113_,4.76
_01536_,4.76
_01786_,4.76
_02947_,4.76
_04509_,4.76
_05251_,4.76
_06366_,4.76
_06456_,4.76
_07893_,4.76
_09228_,4.76
_10042_,4.76
_11999_,4.76
_00677_,4.755
_00732_,4.725
_00141_,4.72
_00456_,4.72
_00500_,4.72
_00156_,4.7
_00355_,4.7
_00796_,4.7
_00908_,4.7
_01483_,4.7
_01528_,4.7
_02102_,4.7
_02161_,4.7
_03383_,4.7
_05200_,4.7
_05339_,4.7
_07770_,4.7
_08547_,4.7
_08623_,4.7
_11786_,4.7
_00167_,4.68
_02176_,4.68
_06611_,4.68
_07666_,4.68
_08550_,4.68
_08560_,4.68
_09096_,4.68
_11681_,4.68
_11830_,4.68
_12402_,4.68
_02634_,4.66
_04655_,4.66
_05541_,4.66
_07543_,4.66
_09217_,4.66
_00777_,4.625
_00098_,4.605
_00633_,4.605
_01314_,4.6
_02596_,4.6
_10617_,4.6
_10961_,4.6
_13097_,4.6
net630,4.6
net858,4.6
_00021_,4.585
_00465_,4.585
_00562_,4.585
_00799_,4.585
_00735_,4.58
_06676_,4.58
_07399_,4.58
_08544_,4.58
_12413_,4.58
net788,4.58
_01757_,4.57
_00302_,4.56
_02752_,4.56
_03273_,4.56
_10031_,4.56
_11026_,4.56
_11624_,4.56
_13006_,4.56
_13131_,4.56
_04968_,4.54
_00146_,4.5
_02130_,4.49
_04379_,4.49
_00202_,4.485
_12706_,4.485
_00158_,4.48
_00282_,4.48
_00328_,4.48
_00388_,4.48
_00991_,4.48
_02524_,4.48
_03418_,4.48
_04697_,4.48
_04750_,4.48
_05825_,4.48
_05971_,4.48
_06887_,4.48
_07550_,4.48
_08808_,4.48
_09117_,4.48
_10020_,4.48
net759,4.48
_00174_,4.465
_00109_,4.46
_00286_,4.46
_00403_,4.46
_00413_,4.46
_00627_,4.46
_00629_,4.46
_00646_,4.46
_00682_,4.46
_00772_,4.46
_00857_,4.46
_01103_,4.46
_01476_,4.46
_01898_,4.46
_02106_,4.46
_02223_,4.46
_02884_,4.46
_03132_,4.46
_03830_,4.46
_04752_,4.46
_05280_,4.46
_05941_,4.46
_06185_,4.46
_06227_,4.46
_06587_,4.46
_06944_,4.46
_07233_,4.46
_07273_,4.46
_07472_,4.46
_07730_,4.46
_07870_,4.46
_08885_,4.46
_09244_,4.46
_09430_,4.46
_10126_,4.46
_10989_,4.46
_11672_,4.46
_11706_,4.46
_12317_,4.46
_12585_,4.46
_12627_,4.46
net643,4.46
net691,4.46
net937,4.46
_00053_,4.45
_00162_,4.445
_00166_,4.445
_00367_,4.445
_00668_,4.44
_01479_,4.44
_03500_,4.44
_04543_,4.44
_04955_,4.44
_07613_,4.44
_09178_,4.44
_09937_,4.44
_09995_,4.44
skew_ctrl.a_sr\[10\]\[7\],4.44
_00558_,4.425
_01466_,4.42
_01996_,4.42
_02329_,4.42
_03523_,4.42
_03597_,4.42
_04349_,4.42
_04366_,4.42
_05095_,4.42
_05543_,4.42
_05604_,4.42
_07266_,4.42
_07602_,4.42
_08106_,4.42
_08304_,4.42
_09620_,4.42
_10233_,4.42
_10364_,4.42
_10408_,4.42
_10594_,4.42
_10680_,4.42
_10692_,4.42
_10739_,4.42
_11212_,4.42
_11630_,4.42
_12926_,4.42
_10037_,4.41
_00324_,4.405
_00391_,4.405
_08909_,4.39
c_flat[110],4.39
c_flat[123],4.39
c_flat[234],4.39
c_flat[249],4.39
c_flat[390],4.39
c_flat[511],4.39
c_flat[60],4.39
c_flat[89],4.39
_00261_,4.385
_06102_,4.385
_08648_,4.37
_00208_,4.36
_01513_,4.36
_02263_,4.36
_03754_,4.36
_08770_,4.36
_09652_,4.36
_11250_,4.36
_11650_,4.36
_11987_,4.36
_00015_,4.34
_00128_,4.34
_00317_,4.34
_00437_,4.34
_00584_,4.34
_00722_,4.34
_00815_,4.34
_01462_,4.34
_01530_,4.34
_01774_,4.34
_02676_,4.34
_03036_,4.34
_03413_,4.34
_03968_,4.34
_03969_,4.34
_03989_,4.34
_04318_,4.34
_04340_,4.34
_04891_,4.34
_05736_,4.34
_06121_,4.34
_06223_,4.34
_06564_,4.34
_06574_,4.34
_07125_,4.34
_07401_,4.34
_07482_,4.34
_07651_,4.34
_08296_,4.34
_08675_,4.34
_08968_,4.34
_09498_,4.34
_09708_,4.34
_09965_,4.34
_10165_,4.34
_10626_,4.34
_10805_,4.34
_11157_,4.34
_11560_,4.34
_11643_,4.34
_11787_,4.34
_12314_,4.34
_12915_,4.34
net586,4.34
net848,4.34
_00489_,4.325
_00002_,4.32
_04840_,4.32
_06816_,4.32
_08768_,4.32
_10095_,4.32
c_flat[219],4.27
c_flat[44],4.27
_00404_,4.26
_01123_,4.245
_00255_,4.24
_00492_,4.24
_01721_,4.24
_02292_,4.24
_02882_,4.24
_03087_,4.24
_05494_,4.24
_11265_,4.24
_11497_,4.24
_11541_,4.24
_00379_,4.22
_01299_,4.22
_01648_,4.22
_02883_,4.22
_02927_,4.22
_03092_,4.22
_03098_,4.22
_05642_,4.22
_06726_,4.22
_09362_,4.22
_10064_,4.22
_10513_,4.22
_11007_,4.22
_12081_,4.22
_13031_,4.22
_02718_,4.2
_05164_,4.2
_07285_,4.2
_08572_,4.2
_10021_,4.2
_10683_,4.2
_06562_,4.19
_00720_,4.165
_03719_,4.15
_00666_,4.145
_01230_,4.14
_01504_,4.14
_03762_,4.14
_05709_,4.14
_06682_,4.14
_06869_,4.14
_07907_,4.14
_10418_,4.14
_12863_,4.14
_13157_,4.14
net796,4.14
_03055_,4.12
_07972_,4.11
_01653_,4.1
_04808_,4.1
_05266_,4.1
_05436_,4.1
_06174_,4.1
_09158_,4.1
_09282_,4.1
_09349_,4.1
_09953_,4.1
net870,4.1
_05365_,4.08
_08379_,4.08
_05437_,4.065
_03142_,4.05
_00402_,4.02
_01383_,4.02
_01655_,4.02
_03326_,4.02
_03425_,4.02
_03848_,4.02
_03867_,4.02
_04870_,4.02
_05438_,4.02
_05892_,4.02
_06125_,4.02
_07484_,4.02
_07485_,4.02
_08125_,4.02
_08265_,4.02
_09028_,4.02
_10511_,4.02
_10715_,4.02
_10818_,4.02
_11310_,4.02
_11317_,4.02
_11989_,4.02
_12441_,4.02
_12529_,4.02
_12773_,4.02
net884,4.02
net889,4.02
_02912_,4.01
_00069_,4
_00099_,4
_00105_,4
_00407_,4
_00440_,4
_00442_,4
_00630_,4
_00669_,4
_00675_,4
_00719_,4
_00723_,4
_00728_,4
_01111_,4
_01425_,4
_01820_,4
_01857_,4
_02063_,4
_02448_,4
_02589_,4
_02782_,4
_03039_,4
_03102_,4
_03605_,4
_03886_,4
_04003_,4
_04696_,4
_04740_,4
_04805_,4
_04885_,4
_05320_,4
_05496_,4
_05723_,4
_07513_,4
_08377_,4
_08459_,4
_09567_,4
_10147_,4
_10249_,4
_11040_,4
_11510_,4
_11651_,4
_12271_,4
_12346_,4
_12457_,4
_12583_,4
_12955_,4
pe_row\[3\].pe_col\[0\].pe_inst.a_out\[6\],4
net649,4
net661,4
net710,4
_00431_,3.98
_01396_,3.98
_02245_,3.98
_06196_,3.98
_10819_,3.98
_09922_,3.97
_00540_,3.965
_00685_,3.965
_00706_,3.965
_00544_,3.925
_00581_,3.925
_00421_,3.91
_11783_,3.91
_00012_,3.9
_00113_,3.9
_00381_,3.9
_00621_,3.9
_00634_,3.9
_01063_,3.9
_01172_,3.9
_01451_,3.9
_01485_,3.9
_01818_,3.9
_03697_,3.9
_04337_,3.9
_05126_,3.9
_05130_,3.9
_06788_,3.9
_07252_,3.9
_08834_,3.9
_10072_,3.9
_12687_,3.9
_00127_,3.88
_00136_,3.88
_00781_,3.88
_00956_,3.88
_01232_,3.88
_01496_,3.88
_01529_,3.88
_01882_,3.88
_02184_,3.88
_02216_,3.88
_02443_,3.88
_02635_,3.88
_02948_,3.88
_02976_,3.88
_03015_,3.88
_03171_,3.88
_04117_,3.88
_04889_,3.88
_05317_,3.88
_05414_,3.88
_06238_,3.88
_06802_,3.88
_06880_,3.88
_07594_,3.88
_07778_,3.88
_07966_,3.88
_08246_,3.88
_08319_,3.88
_08531_,3.88
_08937_,3.88
_09033_,3.88
_09111_,3.88
_09280_,3.88
_10128_,3.88
_10298_,3.88
_10622_,3.88
_10842_,3.88
_10971_,3.88
_11028_,3.88
_11144_,3.88
_11213_,3.88
_11225_,3.88
_11828_,3.88
_11983_,3.88
_12040_,3.88
_12669_,3.88
_00031_,3.87
_00466_,3.87
_00297_,3.865
_00263_,3.86
_01477_,3.86
_10300_,3.86
_12349_,3.86
_00461_,3.805
_00504_,3.805
_00055_,3.78
_00615_,3.78
_00740_,3.78
_00800_,3.78
_03332_,3.78
_04546_,3.78
_06296_,3.78
_06482_,3.78
_07872_,3.78
_09214_,3.78
_09354_,3.78
_10419_,3.78
_10681_,3.78
_03265_,3.76
_03936_,3.76
_06849_,3.76
_06877_,3.76
_10120_,3.76
_10548_,3.76
_11299_,3.76
_11363_,3.76
_11602_,3.76
_02709_,3.74
_05645_,3.72
_00352_,3.705
_00521_,3.705
_00625_,3.705
_04351_,3.69
_00454_,3.68
_00764_,3.68
_01439_,3.68
_04602_,3.68
_10045_,3.68
_12647_,3.68
net783,3.68
net821,3.68
net837,3.68
net900,3.68
_00422_,3.675
_11404_,3.67
_00671_,3.66
_06821_,3.66
_13068_,3.66
_02046_,3.64
_08485_,3.64
_08588_,3.64
_09316_,3.64
_10738_,3.64
_10873_,3.64
_10877_,3.64
_12769_,3.64
_00309_,3.625
_10991_,3.62
_01901_,3.6
_03038_,3.57
_10881_,3.57
_12688_,3.57
_00186_,3.56
_00380_,3.56
_00817_,3.56
_02953_,3.56
_02974_,3.56
_03849_,3.56
_03850_,3.56
_04689_,3.56
_05297_,3.56
_05311_,3.56
_05442_,3.56
_05898_,3.56
_06152_,3.56
_06321_,3.56
_06362_,3.56
_06728_,3.56
_07624_,3.56
_07753_,3.56
_08154_,3.56
_08520_,3.56
_09932_,3.56
_10102_,3.56
_10791_,3.56
_11027_,3.56
_11134_,3.56
_12653_,3.56
_11529_,3.55
_00051_,3.54
_00063_,3.54
_00100_,3.54
_00108_,3.54
_00161_,3.54
_00205_,3.54
_00289_,3.54
_00330_,3.54
_00335_,3.54
_00372_,3.54
_00408_,3.54
_00569_,3.54
_00758_,3.54
_01012_,3.54
_01323_,3.54
_01654_,3.54
_01809_,3.54
_02070_,3.54
_02136_,3.54
_02284_,3.54
_02431_,3.54
_02783_,3.54
_02977_,3.54
_03974_,3.54
_04439_,3.54
_06925_,3.54
_07316_,3.54
_07618_,3.54
_07755_,3.54
_08136_,3.54
_08659_,3.54
_09172_,3.54
_09257_,3.54
_10047_,3.54
_10868_,3.54
_10919_,3.54
_11158_,3.54
_11753_,3.54
_11845_,3.54
_11894_,3.54
_12010_,3.54
_12051_,3.54
_12075_,3.54
_12099_,3.54
_12613_,3.54
_12852_,3.54
_13035_,3.54
skew_ctrl.a_sr\[6\]\[4\],3.54
skew_ctrl.a_sr\[9\]\[6\],3.54
skew_ctrl.b_sr\[6\]\[6\],3.54
net641,3.54
net653,3.54
net905,3.54
_00739_,3.52
_00755_,3.52
_01822_,3.52
_03795_,3.52
_07405_,3.52
_08194_,3.52
_10620_,3.52
_12253_,3.52
_00458_,3.515
_00715_,3.51
_09716_,3.51
_11434_,3.51
_13134_,3.51
_00095_,3.505
_00726_,3.505
_00323_,3.485
_00009_,3.465
_00144_,3.465
_00193_,3.465
_05265_,3.45
_00350_,3.44
_03176_,3.44
_03215_,3.44
_03823_,3.44
_06348_,3.44
_06477_,3.44
_07665_,3.44
_08084_,3.44
_12391_,3.44
_12644_,3.44
net800,3.44
net909,3.44
_05351_,3.43
_00048_,3.42
_00142_,3.42
_00349_,3.42
_00401_,3.42
_00692_,3.42
_00742_,3.42
_01844_,3.42
_01990_,3.42
_02758_,3.42
_03025_,3.42
_03029_,3.42
_03217_,3.42
_03423_,3.42
_03854_,3.42
_04042_,3.42
_04503_,3.42
_04608_,3.42
_04742_,3.42
_06094_,3.42
_07068_,3.42
_07203_,3.42
_09099_,3.42
_09273_,3.42
_09329_,3.42
_09470_,3.42
_10068_,3.42
_10319_,3.42
_10576_,3.42
_10724_,3.42
_12210_,3.42
_12221_,3.42
_13188_,3.42
_02824_,3.41
_00018_,3.405
_00054_,3.405
_00496_,3.405
_00111_,3.4
_10435_,3.4
_00280_,3.395
_10893_,3.38
_00307_,3.375
_00124_,3.355
_00215_,3.345
_00507_,3.32
_00590_,3.32
_02788_,3.32
_03503_,3.32
_03828_,3.32
_04582_,3.32
_05022_,3.32
_06208_,3.32
_06483_,3.32
_08045_,3.32
_08577_,3.32
_08681_,3.32
_10910_,3.32
_01557_,3.3
_02285_,3.3
_02879_,3.3
_05325_,3.3
_12929_,3.295
_00073_,3.245
_00120_,3.245
_00223_,3.245
_00224_,3.245
_00356_,3.245
_00390_,3.245
_00482_,3.245
_00753_,3.245
_00163_,3.225
_00251_,3.225
_00773_,3.22
_01502_,3.22
_02369_,3.22
_02551_,3.22
_04185_,3.22
_04459_,3.22
_05034_,3.22
_05976_,3.22
_06205_,3.22
_06290_,3.22
_06412_,3.22
_07662_,3.22
_07833_,3.22
_07963_,3.22
_09619_,3.22
_10914_,3.22
_11403_,3.22
_11613_,3.22
_12698_,3.22
_13111_,3.22
_07254_,3.2
_07785_,3.2
_08713_,3.2
_01365_,3.18
_03048_,3.18
_08180_,3.18
_09351_,3.18
_10073_,3.18
_12648_,3.18
_13065_,3.18
_11553_,3.16
_00006_,3.145
_00077_,3.125
_00514_,3.125
_00327_,3.1
_00819_,3.1
_00994_,3.1
_01321_,3.1
_04473_,3.1
_04539_,3.1
